,Unnamed: 0,NLC,Origin TLC,Station Name,Government Office Region (GOR),County or Unitary Authority,District or Unitary Authority,NUTS2 Spatial_Unit Code,NUTS2 Spatial Unit,Station Facility Owner,Station Group,PTE Urban Area Station,London Travelcard Area,Entries Full,Entries Reduced,Entries Season,Entries Total,Exits Full,Exits Reduced,Exits Season,Exits Total,1112 Entries & Exits,"1011
Entries & Exits",Interchanges,Large station Flag,Small Station Flag,Explanation of large change,Sources,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
2235,2235,6210.0,TNA,Thornton Abbey,Yorkshire And The Humber,North Lincolnshire,North Lincolnshire,UKE1,East Riding and North Linconshire,Northern Rail,,,, 540 , 135 , -   , 675 , 540 , 135 , -   , 675 ," 1,350 "," 1,196 ",  ,0.0,0.0,,,,,,
2236,2236,5388.0,TTH,Thornton Heath,London,Greater London,Croydon,UKI2,Outer London,Southern,,,London Travelcard Area Station," 252,839 "," 374,520 "," 796,969 "," 1,424,328 "," 252,839 "," 374,520 "," 796,969 "," 1,424,328 "," 2,848,656 "," 2,633,274 ",  ,0.0,0.0,,,,,,
2237,2237,9825.0,THT,Thorntonhall,Scotland,South Lanarkshire,South Lanarkshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,," 4,020 "," 2,837 "," 2,823 "," 9,680 "," 4,020 "," 2,837 "," 2,823 "," 9,680 "," 19,360 "," 18,290 ",  ,0.0,0.0,,,,,,
2238,2238,7460.0,TPB,Thorpe Bay,East,Southend-On-Sea,Southend-On-Sea,UKH3,Essex,c2c,,,," 120,204 "," 101,553 "," 185,352 "," 407,109 "," 120,204 "," 101,553 "," 185,352 "," 407,109 "," 814,218 "," 797,256 ",  ,0.0,0.0,,,,,,
2239,2239,6267.0,TPC,Thorpe Culvert,East Midlands,Lincolnshire,East Lindsey,UKF3,Lincolnshire,East Midlands Trains,,,, 151 , 19 , -   , 170 , 151 , 19 , -   , 170 , 340 , 418 ,  ,0.0,0.0,,,,,,
2240,2240,6857.0,TLS,Thorpe-le-Soken,East,Essex,Tendring,UKH3,Essex,National Express East Anglia,,,," 12,903 "," 15,513 "," 33,765 "," 62,181 "," 12,903 "," 15,513 "," 33,765 "," 62,181 "," 124,362 "," 124,146 "," 252,595 ",0.0,0.0,,,,,,
2241,2241,5491.0,TBD,Three Bridges,South East,West Sussex,Crawley,UKJ2,"Surrey, East & West Sussex",Southern,,,," 273,446 "," 498,273 "," 668,432 "," 1,440,151 "," 273,446 "," 498,273 "," 668,432 "," 1,440,151 "," 2,880,302 "," 2,701,820 "," 813,035 ",0.0,0.0,,,,,,
2242,2242,5028.0,TOK,Three Oaks,South East,East Sussex,Rother,UKJ2,"Surrey, East & West Sussex",Southern,,,, 798 ," 1,189 "," 1,057 "," 3,044 ", 798 ," 1,189 "," 1,057 "," 3,044 "," 6,088 "," 1,540 ",  ,0.0,1.0,Large increase consistent with previous year and appears to be driven by timetable improvements. Similar story for Doleham and Winchelsea,http://en.wikipedia.org/wiki/Winchelsea_railway_station,,,,
2243,2243,6203.0,THU,Thurgarton,East Midlands,Nottinghamshire,Newark And Sherwood,UKF1,Derbyshire and Nottinghamshire,East Midlands Trains,,,, 833 , 87 , -   , 920 , 833 , 87 , -   , 920 ," 1,840 "," 2,242 ",  ,0.0,0.0,,,,,,
2244,2244,8282.0,THC,Thurnscoe,Yorkshire And The Humber,South Yorkshire,Barnsley,UKE3,South Yorkshire,Northern Rail,,South Yorkshire,," 9,342 "," 15,265 "," 8,882 "," 33,489 "," 9,342 "," 15,265 "," 8,882 "," 33,489 "," 66,978 "," 62,074 ",  ,0.0,0.0,,,,,,
2245,2245,8677.0,THS,Thurso,Scotland,Highland,Highland,UKM4,Highlands and Islands,First ScotRail,,,," 13,264 "," 10,781 ", -   ," 24,045 "," 13,264 "," 10,781 ", -   ," 24,045 "," 48,090 "," 48,172 ",  ,0.0,0.0,,,,,,
2246,2246,7356.0,TRS,Thurston,East,Suffolk,Mid Suffolk,UKH1,East Anglia,National Express East Anglia,,,," 10,900 "," 9,551 "," 6,515 "," 26,966 "," 10,900 "," 9,551 "," 6,515 "," 26,966 "," 53,932 "," 49,060 ",  ,0.0,0.0,,,,,,
2247,2247,7462.0,TIL,Tilbury Town,East,Thurrock,Thurrock,UKH3,Essex,c2c,,,," 146,986 "," 102,486 "," 160,631 "," 410,103 "," 146,986 "," 102,486 "," 160,631 "," 410,103 "," 820,206 "," 800,328 "," 12,603 ",0.0,0.0,,,,,,
2248,2248,1035.0,THL,Tile Hill,West Midlands,West Midlands,Coventry,UKG3,West Midlands,London Midland Trains,,West Midlands,," 48,987 "," 74,385 "," 95,065 "," 218,437 "," 48,987 "," 74,385 "," 95,065 "," 218,437 "," 436,874 "," 339,178 ",  ,1.0,0.0,"Main portion of increase due to improved demand estimation in Centro area (extra 48,000 entries and exits in Centro infill compared to what would have been estimated using previous methodology)",,,,,
2249,2249,3154.0,TLH,Tilehurst,South East,Reading,Reading,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",First Great Western,,,," 38,871 "," 80,102 "," 134,298 "," 253,271 "," 38,871 "," 80,102 "," 134,298 "," 253,271 "," 506,542 "," 471,606 ",  ,0.0,0.0,,,,,,
2250,2250,1159.0,TIP,Tipton,West Midlands,West Midlands,Sandwell,UKG3,West Midlands,London Midland Trains,,West Midlands,," 23,221 "," 53,444 "," 49,893 "," 126,558 "," 23,221 "," 53,444 "," 49,893 "," 126,558 "," 253,116 "," 210,180 ",  ,1.0,0.0,"Main portion of increase due to improved demand estimation in Centro area (extra 27,000 entries and exits in Centro infill compared to what would have been estimated using previous methodology)",,,,,
2251,2251,4025.0,TIR,Tir-Phil,Wales - Cymru,Caerphilly - Caerffili,Caerphilly - Caerffili,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 8,120 ", 695 ," 2,682 "," 11,497 "," 8,120 ", 695 ," 2,682 "," 11,497 "," 22,994 "," 21,460 ",  ,0.0,0.0,,,,,,
2252,2252,5798.0,TIS,Tisbury,South West,Wiltshire,Salisbury,UKK1,"Gloucestershire, Wiltshire and North Somerset",South West Trains,,,," 25,190 "," 55,417 "," 32,206 "," 112,813 "," 25,190 "," 55,417 "," 32,206 "," 112,813 "," 225,626 "," 216,572 ",  ,0.0,0.0,,,,,,
2253,2253,3474.0,TVP,Tiverton Parkway,South West,Devon,Mid Devon,UKK4,Devon,First Great Western,,,," 29,326 "," 156,795 "," 10,902 "," 197,023 "," 29,326 "," 156,795 "," 10,902 "," 197,023 "," 394,046 "," 367,226 ",  ,0.0,0.0,,,,,,
2254,2254,2677.0,TOD,Todmorden,Yorkshire And The Humber,West Yorkshire,Calderdale,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,," 67,290 "," 128,320 "," 88,825 "," 284,435 "," 67,290 "," 128,320 "," 88,825 "," 284,435 "," 568,870 "," 525,084 ",  ,0.0,0.0,,,,,,
2255,2255,5573.0,TOL,Tolworth,London,Greater London,Kingston Upon Thames,UKI2,Outer London,South West Trains,,,London Travelcard Area Station," 60,323 "," 62,003 "," 143,012 "," 265,338 "," 60,323 "," 62,003 "," 143,012 "," 265,338 "," 530,676 "," 488,466 ",  ,0.0,0.0,,,,,,
2256,2256,3897.0,TPN,Ton Pentre,Wales - Cymru,Rhondda Cynon Taff - Rhondda Cynon Taf,Rhondda Cynon Taff - Rhondda Cynon Taf,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 16,759 "," 1,490 "," 2,055 "," 20,304 "," 16,759 "," 1,490 "," 2,055 "," 20,304 "," 40,608 "," 39,698 ",  ,0.0,0.0,,,,,,
2257,2257,5229.0,TON,Tonbridge,South East,Kent,Tonbridge And Malling,UKJ4,Kent,Southeastern,,,," 329,130 "," 588,439 "," 1,170,991 "," 2,088,560 "," 329,130 "," 588,439 "," 1,170,991 "," 2,088,560 "," 4,177,120 "," 4,055,184 "," 514,668 ",0.0,0.0,,,,,,
2258,2258,4271.0,TDU,Tondu,Wales - Cymru,Bridgend - Pen-Y-Bont Ar Ogwr,Bridgend - Pen-Y-Bont Ar Ogwr,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 12,570 "," 1,126 "," 4,638 "," 18,334 "," 12,570 "," 1,126 "," 4,638 "," 18,334 "," 36,668 "," 36,110 ",  ,0.0,0.0,,,,,,
2259,2259,4432.0,TNF,Tonfanau,Wales - Cymru,Gwynedd - Gwynedd,Gwynedd - Gwynedd,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,, 822 , 253 , -   ," 1,075 ", 822 , 253 , -   ," 1,075 "," 2,150 "," 2,726 ",  ,0.0,0.0,,,,,,
2260,2260,3882.0,TNP,Tonypandy,Wales - Cymru,Rhondda Cynon Taff - Rhondda Cynon Taf,Rhondda Cynon Taff - Rhondda Cynon Taf,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 31,461 "," 2,369 "," 5,970 "," 39,800 "," 31,461 "," 2,369 "," 5,970 "," 39,800 "," 79,600 "," 77,796 ",  ,0.0,0.0,,,,,,
2261,2261,5389.0,TOO,Tooting,London,Greater London,Merton,UKI2,Outer London,First Capital Connect,,,London Travelcard Area Station," 95,157 "," 83,724 "," 353,651 "," 532,532 "," 95,157 "," 83,724 "," 353,651 "," 532,532 "," 1,065,064 "," 1,000,590 ",  ,0.0,0.0,,,,,,
2262,2262,5758.0,TOP,Topsham,South West,Devon,Exeter,UKK4,Devon,First Great Western,,,," 17,024 "," 78,537 "," 15,037 "," 110,598 "," 17,024 "," 78,537 "," 15,037 "," 110,598 "," 221,196 "," 199,484 ",  ,1.0,0.0,Cause of large increase not clear,,,,,
2263,2263,3434.0,TQY,Torquay,South West,Torbay,Torbay,UKK4,Devon,First Great Western,,,," 19,232 "," 174,657 "," 10,022 "," 203,911 "," 19,232 "," 174,657 "," 10,022 "," 203,911 "," 407,822 "," 381,072 "," 1,789 ",0.0,0.0,,,,,,
2264,2264,3432.0,TRR,Torre,South West,Torbay,Torbay,UKK4,Devon,First Great Western,,,," 17,883 "," 47,799 "," 46,352 "," 112,034 "," 17,883 "," 47,799 "," 46,352 "," 112,034 "," 224,068 "," 178,564 ",  ,1.0,0.0,Continues high growth from previous year,,,,,
2265,2265,3558.0,TOT,Totnes,South West,Devon,South Hams,UKK4,Devon,First Great Western,,,," 34,162 "," 259,874 "," 25,936 "," 319,972 "," 34,162 "," 259,874 "," 25,936 "," 319,972 "," 639,944 "," 592,720 ",  ,0.0,0.0,,,,,,
2266,2266,6951.0,TOM,Tottenham Hale,London,Greater London,Haringey,UKI1,Inner London,National Express East Anglia,,,London Travelcard Area Station," 753,039 "," 507,273 "," 746,698 "," 2,007,010 "," 753,039 "," 507,273 "," 746,698 "," 2,007,010 "," 4,014,020 "," 3,831,805 "," 246,556 ",0.0,0.0,,,,,,
2267,2267,5921.0,TTN,Totton,South East,Hampshire,New Forest,UKJ3,Hampshire and Isle of Wight,South West Trains,,,," 43,384 "," 37,351 "," 58,584 "," 139,319 "," 43,384 "," 37,351 "," 58,584 "," 139,319 "," 278,638 "," 302,522 ",  ,0.0,0.0,,,,,,
2268,2268,2283.0,TWN,Town Green,North West,Lancashire,West Lancashire,UKD4,Lancashire,Merseyrail,,,," 50,673 "," 2,949 "," 21,082 "," 74,704 "," 50,673 "," 2,949 "," 21,082 "," 74,704 "," 149,408 "," 193,200 ",  ,1.0,0.0,Likley to result from changing ticket purchase patterns not captured by current PTE infil methodology,,,,,
2269,2269,2969.0,TRA,Trafford Park,North West,Greater Manchester,Trafford,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,," 6,223 "," 7,543 "," 8,493 "," 22,259 "," 6,223 "," 7,543 "," 8,493 "," 22,259 "," 44,518 "," 46,880 ",  ,0.0,0.0,,,,,,
2270,2270,3887.0,TRF,Trefforest,Wales - Cymru,Rhondda Cynon Taff - Rhondda Cynon Taf,Rhondda Cynon Taff - Rhondda Cynon Taf,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 295,200 "," 33,248 "," 127,435 "," 455,883 "," 295,200 "," 33,248 "," 127,435 "," 455,883 "," 911,766 "," 769,646 ",  ,1.0,0.0,Cause of large increase not clear,,,,,
2271,2271,3886.0,TRE,Trefforest Estate,Wales - Cymru,Rhondda Cynon Taff - Rhondda Cynon Taf,Rhondda Cynon Taff - Rhondda Cynon Taf,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 37,934 ", 796 ," 13,491 "," 52,221 "," 37,934 ", 796 ," 13,491 "," 52,221 "," 104,442 "," 116,052 ",  ,1.0,0.0,,,,,,
2272,2272,3888.0,TRH,Trehafod,Wales - Cymru,Rhondda Cynon Taff - Rhondda Cynon Taf,Rhondda Cynon Taff - Rhondda Cynon Taf,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 12,208 ", 860 ," 3,577 "," 16,645 "," 12,208 ", 860 ," 3,577 "," 16,645 "," 33,290 "," 31,498 ",  ,0.0,0.0,,,,,,
2273,2273,3889.0,TRB,Treherbert,Wales - Cymru,Rhondda Cynon Taff - Rhondda Cynon Taf,Rhondda Cynon Taff - Rhondda Cynon Taf,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 169,913 "," 13,687 "," 72,691 "," 256,291 "," 169,913 "," 13,687 "," 72,691 "," 256,291 "," 512,582 "," 526,862 ",  ,0.0,0.0,,,,,,
2274,2274,3891.0,TRY,Treorchy,Wales - Cymru,Rhondda Cynon Taff - Rhondda Cynon Taf,Rhondda Cynon Taff - Rhondda Cynon Taf,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 25,984 "," 2,204 "," 5,561 "," 33,749 "," 25,984 "," 2,204 "," 5,561 "," 33,749 "," 67,498 "," 64,980 ",  ,0.0,0.0,,,,,,
2275,2275,7225.0,TRM,Trimley,East,Suffolk,Suffolk Coastal,UKH1,East Anglia,National Express East Anglia,,,," 8,245 "," 8,216 "," 2,412 "," 18,873 "," 8,245 "," 8,216 "," 2,412 "," 18,873 "," 37,746 "," 40,382 ",  ,0.0,0.0,,,,,,
2276,2276,1393.0,TRI,Tring,East,Hertfordshire,Dacorum,UKH2,Bedfordshire and Hertforshire,London Midland Trains,,,," 99,782 "," 124,676 "," 137,777 "," 362,235 "," 99,782 "," 124,676 "," 137,777 "," 362,235 "," 724,470 "," 661,130 "," 1,008 ",0.0,0.0,,,,,,
2277,2277,4276.0,TRD,Troed-Y-Rhiw,Wales - Cymru,Merthyr Tydfil - Merthyr Tudful,Merthyr Tydfil - Merthyr Tudful,UKL2,East Wales,Arriva Trains Wales,,,," 14,540 ", 645 , 597 ," 15,782 "," 14,540 ", 645 , 597 ," 15,782 "," 31,564 "," 32,496 ",  ,0.0,0.0,,,,,,
2278,2278,9562.0,TRN,Troon,Scotland,South Ayrshire,South Ayrshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,," 111,047 "," 108,670 "," 102,701 "," 322,418 "," 111,047 "," 108,670 "," 102,701 "," 322,418 "," 644,836 "," 644,720 "," 7,545 ",0.0,0.0,,,,,,
2279,2279,3348.0,TRO,Trowbridge,South West,Wiltshire,West Wiltshire,UKK1,"Gloucestershire, Wiltshire and North Somerset",First Great Western,,,," 140,169 "," 158,702 "," 90,719 "," 389,590 "," 140,169 "," 158,702 "," 90,719 "," 389,590 "," 779,180 "," 740,254 "," 5,363 ",0.0,0.0,,,,,,
2280,2280,3540.0,TRU,Truro,South West,Cornwall And Isles Of Scilly,Carrick,UKK3,Cornwall and Isles of Scilly,First Great Western,,,," 61,742 "," 428,691 "," 149,240 "," 639,673 "," 61,742 "," 428,691 "," 149,240 "," 639,673 "," 1,279,346 "," 1,161,138 "," 193,217 ",1.0,0.0,Continues high growth from previous year,,,,,
2281,2281,8837.0,TUL,Tulloch,Scotland,Highland,Highland,UKM4,Highlands and Islands,First ScotRail,,,, 821 , 247 , -   ," 1,068 ", 821 , 247 , -   ," 1,068 "," 2,136 "," 2,216 ",  ,0.0,0.0,,,,,,
2282,2282,5390.0,TUH,Tulse Hill,London,Greater London,Lambeth,UKI1,Inner London,Southern,,,London Travelcard Area Station," 202,696 "," 192,838 "," 597,344 "," 992,878 "," 202,696 "," 192,838 "," 597,344 "," 992,878 "," 1,985,756 "," 1,849,568 "," 701,619 ",0.0,0.0,,,,,,
2283,2283,5230.0,TBW,Tunbridge Wells,South East,Kent,Tunbridge Wells,UKJ4,Kent,Southeastern,,,," 250,235 "," 604,717 "," 910,831 "," 1,765,783 "," 250,235 "," 604,717 "," 910,831 "," 1,765,783 "," 3,531,566 "," 3,511,142 "," 26,862 ",0.0,0.0,,,,,,
2284,2284,6952.0,TUR,Turkey Street,London,Greater London,Enfield,UKI2,Outer London,National Express East Anglia,,,London Travelcard Area Station," 34,006 "," 59,570 "," 128,206 "," 221,782 "," 34,006 "," 59,570 "," 128,206 "," 221,782 "," 443,564 "," 425,106 ",  ,0.0,0.0,,,,,,
2286,2286,5574.0,TWI,Twickenham,London,Greater London,Richmond Upon Thames,UKI2,Outer London,South West Trains,,,London Travelcard Area Station," 640,032 "," 719,982 "," 1,214,541 "," 2,574,555 "," 640,032 "," 719,982 "," 1,214,541 "," 2,574,555 "," 5,149,110 "," 5,114,326 "," 484,913 ",0.0,0.0,,,,,,
2287,2287,3155.0,TWY,Twyford,South East,Wokingham,Wokingham,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",First Great Western,,,," 135,423 "," 247,337 "," 266,902 "," 649,662 "," 135,423 "," 247,337 "," 266,902 "," 649,662 "," 1,299,324 "," 1,232,710 "," 586,254 ",0.0,0.0,,,,,,
2288,2288,2439.0,TYC,Ty Croes,Wales - Cymru,Isle Of Anglesey - Sir Ynys Mon,Isle Of Anglesey - Sir Ynys Mon,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 1,140 ", 493 , 226 ," 1,859 "," 1,140 ", 493 , 226 ," 1,859 "," 3,718 "," 4,612 ",  ,0.0,0.0,,,,,,
2289,2289,3817.0,TGS,Ty Glas,Wales - Cymru,Cardiff - Caerdydd,Cardiff - Caerdydd,UKL2,East Wales,Arriva Trains Wales,,,," 25,998 ", 940 ," 28,173 "," 55,111 "," 25,998 ", 940 ," 28,173 "," 55,111 "," 110,222 "," 90,800 ",  ,1.0,0.0,Cause of large increase not clear,,,,,
2290,2290,4357.0,TYG,Tygwyn,Wales - Cymru,Gwynedd - Gwynedd,Gwynedd - Gwynedd,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,, 600 , 109 , -   , 709 , 600 , 109 , -   , 709 ," 1,418 "," 2,048 ",  ,0.0,1.0,Very small absolute number of entries and exits,,,,,
2291,2291,8728.0,TYL,Tyndrum Lower,Scotland,Stirling,Stirling,UKM2,Eastern Scotland,First ScotRail,TYNDRUM BR,,," 1,525 ", 324 , -   ," 1,849 "," 1,525 ", 324 , -   ," 1,849 "," 3,698 "," 3,856 ",  ,0.0,0.0,,,,,,
2292,2292,4518.0,TYS,Tyseley,West Midlands,West Midlands,Birmingham,UKG3,West Midlands,London Midland Trains,,West Midlands,," 23,537 "," 22,075 "," 45,143 "," 90,755 "," 23,537 "," 22,075 "," 45,143 "," 90,755 "," 181,510 "," 169,416 "," 10,079 ",0.0,0.0,,,,,,
2293,2293,4433.0,TYW,Tywyn,Wales - Cymru,Gwynedd - Gwynedd,Gwynedd - Gwynedd,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 30,946 "," 14,516 "," 12,714 "," 58,176 "," 30,946 "," 14,516 "," 12,714 "," 58,176 "," 116,352 "," 109,506 ",  ,0.0,0.0,,,,,,
2294,2294,5334.0,UCK,Uckfield,South East,East Sussex,Wealden,UKJ2,"Surrey, East & West Sussex",Southern,,,," 32,091 "," 52,498 "," 138,012 "," 222,601 "," 32,091 "," 52,498 "," 138,012 "," 222,601 "," 445,202 "," 403,038 "," 8,718 ",1.0,0.0,Continues high growth from previous year,,,,,
2295,2295,9776.0,UDD,Uddingston,Scotland,South Lanarkshire,South Lanarkshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,," 131,152 "," 112,528 "," 141,082 "," 384,762 "," 131,152 "," 112,528 "," 141,082 "," 384,762 "," 769,524 "," 731,600 ",  ,0.0,0.0,,,,,,
2296,2296,6211.0,ULC,Ulceby,Yorkshire And The Humber,North Lincolnshire,North Lincolnshire,UKE1,East Riding and North Linconshire,Northern Rail,,,," 3,237 ", 260 , 478 ," 3,975 "," 3,237 ", 260 , 478 ," 3,975 "," 7,950 "," 7,746 ",  ,0.0,0.0,,,,,,
2297,2297,8261.0,ULL,Ulleskelf,Yorkshire And The Humber,North Yorkshire,Selby,UKE2,North Yorkshire,Northern Rail,,,," 2,566 ", 88 , 502 ," 3,156 "," 2,566 ", 88 , 502 ," 3,156 "," 6,312 "," 6,084 ",  ,0.0,0.0,,,,,,
2298,2298,2010.0,ULV,Ulverston,North West,Cumbria,South Lakeland,UKD1,Cumbria,First TransPennine Express,,,," 55,056 "," 39,665 "," 17,898 "," 112,619 "," 55,056 "," 39,665 "," 17,898 "," 112,619 "," 225,238 "," 239,580 ",  ,0.0,0.0,,,,,,
2299,2299,5826.0,UMB,Umberleigh,South West,Devon,North Devon,UKK4,Devon,First Great Western,,,," 1,392 "," 9,814 ", 681 ," 11,887 "," 1,392 "," 9,814 ", 681 ," 11,887 "," 23,774 "," 19,808 ",  ,1.0,0.0,Continues high growth from previous year,,,,,
2301,2301,9373.0,UHA,Uphall,Scotland,West Lothian,West Lothian,UKM2,Eastern Scotland,First ScotRail,,,," 70,105 "," 52,734 "," 39,735 "," 162,574 "," 70,105 "," 52,734 "," 39,735 "," 162,574 "," 325,148 "," 224,736 ",  ,1.0,0.0,Demand increase from opening of the Airdrie-Bathgate line,,,,,
2302,2302,2364.0,UPL,Upholland,North West,Lancashire,West Lancashire,UKD4,Lancashire,Northern Rail,,,," 6,401 "," 3,778 "," 2,517 "," 12,696 "," 6,401 "," 3,778 "," 2,517 "," 12,696 "," 25,392 "," 20,732 ",  ,1.0,0.0,Continues high growth from previous year,,,,,
2303,2303,7464.0,UPM,Upminster,London,Greater London,Havering,UKI2,Outer London,c2c,,,London Travelcard Area Station," 714,583 "," 659,087 "," 721,525 "," 2,095,195 "," 714,583 "," 659,087 "," 721,525 "," 2,095,195 "," 4,190,390 "," 3,991,538 "," 563,165 ",0.0,0.0,,,,,,
2304,2304,5613.0,UPH,Upper Halliford,South East,Surrey,Spelthorne,UKJ2,"Surrey, East & West Sussex",South West Trains,,,," 12,254 "," 10,738 "," 41,815 "," 64,807 "," 12,254 "," 10,738 "," 41,815 "," 64,807 "," 129,614 "," 128,724 ",  ,0.0,0.0,,,,,,
2305,2305,1524.0,UHL,Upper Holloway,London,Greater London,Islington,UKI1,Inner London,London Overground,,,London Travelcard Area Station," 91,351 "," 105,340 "," 171,463 "," 368,154 "," 91,351 "," 105,340 "," 171,463 "," 368,154 "," 736,308 "," 505,822 ",  ,1.0,0.0,Further improvements to Overground service including completition of link between North and East branches  in February 2011 driving continued large increases in demand,http://www.tfl.gov.uk/corporate/projectsandschemes/15397.aspx,,,,
2306,2306,8838.0,UTY,Upper Tyndrum,Scotland,Stirling,Stirling,UKM2,Eastern Scotland,First ScotRail,TYNDRUM BR,,," 1,074 ", 662 , -   ," 1,736 "," 1,074 ", 662 , -   ," 1,736 "," 3,472 "," 3,784 ",  ,0.0,0.0,,,,,,
2307,2307,5391.0,UWL,Upper Warlingham,South East,Surrey,Tandridge,UKJ2,"Surrey, East & West Sussex",Southern,,,London Travelcard Area Station," 77,318 "," 103,414 "," 199,139 "," 379,871 "," 77,318 "," 103,414 "," 199,139 "," 379,871 "," 759,742 "," 729,680 ", 5 ,0.0,0.0,,,,,,
2309,2309,5967.0,UPW,Upwey,South West,Dorset,Weymouth And Portland,UKK2,Dorset and Somerset,South West Trains,,,," 11,382 "," 12,048 "," 1,320 "," 24,750 "," 11,382 "," 12,048 "," 1,320 "," 24,750 "," 49,500 "," 47,010 "," 30,603 ",0.0,0.0,,,,,,
2310,2310,2938.0,URM,Urmston,North West,Greater Manchester,Trafford,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,," 24,947 "," 76,002 "," 37,693 "," 138,642 "," 24,947 "," 76,002 "," 37,693 "," 138,642 "," 277,284 "," 253,414 ",  ,0.0,0.0,,,,,,
2311,2311,1342.0,UTT,Uttoxeter,West Midlands,Staffordshire,East Staffordshire,UKG2,Shropshire and Staffordshire,East Midlands Trains,,,," 37,529 "," 31,709 "," 7,761 "," 76,999 "," 37,529 "," 31,709 "," 7,761 "," 76,999 "," 153,998 "," 158,248 ",  ,0.0,0.0,,,,,,
2312,2312,2440.0,VAL,Valley,Wales - Cymru,Isle Of Anglesey - Sir Ynys Mon,Isle Of Anglesey - Sir Ynys Mon,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 4,804 "," 2,272 "," 1,762 "," 8,838 "," 4,804 "," 2,272 "," 1,762 "," 8,838 "," 17,676 "," 16,768 ",  ,0.0,0.0,,,,,,
2313,2313,5597.0,VXH,Vauxhall,London,Greater London,Lambeth,UKI1,Inner London,South West Trains,LONDON BR,,London Travelcard Area Station," 1,419,829 "," 1,981,067 "," 5,683,306 "," 9,084,202 "," 1,419,829 "," 1,981,067 "," 5,683,306 "," 9,084,202 "," 18,168,404 "," 16,531,941 ",  ,0.0,0.0,,,,,,
2315,2315,5676.0,VIR,Virginia Water,South East,Surrey,Runnymede,UKJ2,"Surrey, East & West Sussex",South West Trains,,,," 95,127 "," 103,013 "," 84,975 "," 283,115 "," 95,127 "," 103,013 "," 84,975 "," 283,115 "," 566,230 "," 544,846 "," 84,657 ",0.0,0.0,,,,,,
2316,2316,5392.0,WDO,Waddon,London,Greater London,Croydon,UKI2,Outer London,Southern,,,London Travelcard Area Station," 65,259 "," 68,036 "," 180,497 "," 313,792 "," 65,259 "," 68,036 "," 180,497 "," 313,792 "," 627,584 "," 561,316 ",  ,1.0,0.0,Cause of large increase not clear,,,,,
2317,2317,5231.0,WAD,Wadhurst,South East,East Sussex,Wealden,UKJ2,"Surrey, East & West Sussex",Southeastern,,,," 25,043 "," 69,035 "," 107,849 "," 201,927 "," 25,043 "," 69,035 "," 107,849 "," 201,927 "," 403,854 "," 397,780 ",  ,0.0,0.0,,,,,,
2318,2318,6268.0,WFL,Wainfleet,East Midlands,Lincolnshire,East Lindsey,UKF3,Lincolnshire,East Midlands Trains,,,," 11,463 "," 5,165 "," 4,162 "," 20,790 "," 11,463 "," 5,165 "," 4,162 "," 20,790 "," 41,580 "," 64,676 ",  ,1.0,0.0,Reason for change unclear - driven by large decrease in season ticket demand,,,,,
2319,2319,8584.0,WKK,Wakefield Kirkgate,Yorkshire And The Humber,West Yorkshire,Wakefield,UKE4,West Yorkshire,Northern Rail,WAKEFIELD BR,West Yorkshire,," 79,668 "," 88,282 "," 56,484 "," 224,434 "," 79,668 "," 88,282 "," 56,484 "," 224,434 "," 448,868 "," 491,362 "," 110,616 ",0.0,0.0,,,,,,
